BAJAJ-AUTO,BAJAJ-FINSV,BAJAJ-FINANCE
2802.35,3220.95,1128.95
2790,3248.6,1141.7
2801.55,3327.95,1148.4
2823.95,3268.05,1104.8
2761.5,3383.2,1072.55
2848.1,3416.75,1080.4
2830.4,3458.9,1060.8
2825.6,3372.55,1019.85
2818.8,3347.75,1030.85
2829.85,3196.7,993.15
2814.3,3141.45,990.4
2824.1,3072.05,983.7
2865,3032.45,929.15
2778.55,3089.45,929.2
2726.6,3021.85,858.1
2647.6,2827.85,815.05
2576.1,2924.45,899.8
2605.65,2918.15,871.15
2549.8,2943.2,878.4
2574.8,2845.7,832.2
2524.4,2901.55,858
2599.5,2931.15,850.25
2600.35,2949.45,820.7
2630.9,2970.15,877.9
2613.05,2941.9,879.25
2637,2938.1,907.25
2664.15,2990,919.8
2685.15,2939.3,914.2
2694.9,2977.65,886.5
2701.35,3031.65,902.25
2740.75,2999,898.05
2733.3,2957.2,891.05
2699.05,2995.4,911.55
2778.6,2997.15,896.35
2720.15,2975.25,843.6
2655.15,2874.8,836.75
2659.15,2775.75,848.75
2648.5,2710.75,853.8
2670.65,2829.8,850.8
2659.5,2732.8,822.9
2642.1,2694.65,805.8
2585.95,2659.9,788.6
2585.25,2550.1,765.4
2564.15,2620.4,808.95
2618.8,2617.85,810
2600.7,2743.55,809.75
2633.8,2800.75,820.2
2633.15,2872.2,833.35
2651.45,2894.85,842.2
2632.2,2949.65,870.05
2598.5,3016.65,884
2619.2,2960.85,871.9
2684.1,3018.45,899.75
2723.35,2978.55,878.45
2707.35,2992.65,878.25
2723.15,3010.15,899.75
2740.75,3018.5,896.15
2718.55,3018.6,891.2
2737.15,3019.6,900.05
2708.55,3012.6,917.7
2721.65,3019.7,914.35
2728.9,3046.65,930.35
2699.7,3154.75,926.3
2695.3,3064,907.7
2701.05,3063.45,929.65
2706.5,3128.8,929.75
2798.95,3169.7,999.85
2849.65,3169.4,995.85
2854.1,3205.45,1054.8
2825.05,3245.85,1036.9
2833.45,3328.4,1066.15
2854.15,3462.1,1054.15
2807.45,3419.95,1047.35
2808.1,3721.95,1073.7
2799.4,3691.25,1060.95
2769.8,3663,1049.45
2781.9,3577,1040.85
2784.3,3630.95,1055.45
2800.8,3637.25,1058.95
2806.5,3592.9,1059.5
2778.1,3628.35,1040.4
2789.6,3671.2,1094.35
2783.65,3685.5,1089.5
2778.9,3641.75,1095.9
2791.5,3624.1,1095.9
2799.25,3750.2,1076.25
2799.75,3847.2,1068.2
2814.1,3836.6,1091.6
2795.05,3914.15,1108.2
2755.9,3923.85,1075.85
2769,3875.5,1048.75
2832.05,3761.75,1046.25
2832.8,3817.7,1033.95
2883.1,3805.1,1052.4
2879.45,3832.05,1081.2
2869.95,3804.85,1087.2
2870.7,3826.05,1094.5
2864.55,3931.25,1126.7
2866.7,3938.65,1134.55
2873.1,4040.05,1163.5
2936.4,3969.1,1159.3
2912.5,3965.8,1172.55
2923.55,4057.45,1174.55
2906.85,4107.85,1159.7
2853.8,4148.5,1185.75
2865.95,4129.35,1177.05
2843,4044.8,1185
2808.4,4090.75,1194.75
2824.85,4062.65,1180.75
2831.1,4060.6,1181.05
2822.85,4098.4,1171.1
2805.45,4098.25,1181.75
2783.6,4128.8,1173.1
2760.85,4178.35,1198.1
2806.3,4226.2,1201.6
2830.45,4373,1240.75
2837,4374.85,1255.95
2822.45,4502.95,1266.2
2839.5,4611.9,1273.9
2848.15,4493.45,1259.55
2852.15,4369.4,1236.05
2824.4,4340.05,1242.95
2808.7,4355.4,1252
2831.5,4304.05,1246.95
2824.3,4371.75,1271.75
2867.75,4524.35,1341.7
2896.8,4534.2,1309.7
2885.45,4524.75,1285.7
2866.05,4575.65,1276.2
2864,4566.15,1268.6
2898,4562.9,1270.1
2933.25,4569.6,1296.55
2942.55,4428.4,1274.25
2887.65,4420.95,1272
2856.95,4378.45,1286.1
2873.15,4391.45,1327
2904.8,4495.8,1339.7
2998.45,4395.55,1314.75
3004.8,4550.95,1332.95
2999.7,4567.5,1347.75
3024,4486.75,1324.8
3039.7,4319,1314.55
2973.1,4169.9,1289.15
2972.65,3964.2,1242.15
2914.15,3983.05,1233.75
2824.95,3953.95,1224.35
2764.3,3997.1,1258.85
2822.8,4007.35,1317.8
2814.1,3998.05,1307.45
2837.95,4154.5,1321.55
2851.4,4192,1326.95
2845.95,4205.6,1327.35
2839.35,4305.8,1361.25
2852.85,4304.75,1363.1
2898.4,4244.1,1336.65
2873.55,4254.15,1343.15
2876,4280,1361.7
2868.15,4242.2,1376.85
2865.8,4152.65,1364.95
2824.6,4176.85,1371.5
2834.9,4128.4,1361
2825.15,4098.4,1405.25
2814.4,4199.7,1410.3
2809.8,4242.45,1399.85
2827.75,4264.4,1409.6
2815.3,4268.4,1416.65
2817.5,4220,1401.8
2845.7,4101.3,1400.75
2824.3,4036.05,1349.95
2779.3,4108.15,1372.35
2777.05,4098.75,1376.3
2801.3,4118.7,1373.1
2791.2,4130.7,1387.15
2789.35,4132.7,1379.55
2769.65,4149.25,1398.55
2771.25,4151.5,1399.3
2728.6,4115.9,1391.7
2708.25,4103,1412.8
2730.65,4123.2,1419.2
2792.75,4229.3,1443.7
2785.85,4364.55,1485.9
2789.75,4399.9,1499.4
2809.8,4446.3,1538.5
2821.25,4419.55,1512.35
2831.75,4564.5,1541.85
2823.7,4679.3,1595.35
2818.6,4910.4,1621.35
2815.8,4949.95,1597.4
2826.75,4958.5,1627.5
2847.7,4955.45,1687.15
2841.35,4934.45,1679.35
2840.3,4926.3,1701.35
2828.15,4991.85,1703.1
2808.55,5067.25,1716.25
2823.4,5002.35,1707.2
2802.9,5115.05,1701.75
2834.25,5308.15,1723.45
2874.65,5433.05,1798.15
2889.25,5336.1,1779.8
2911.6,5121.9,1697.7
2831.15,5024.75,1635.6
2796.2,4992,1695.4
2788.2,5222.05,1710.9
2831.6,5356.8,1721.35
2849.2,5304.45,1728.75
2825.85,5309.5,1704.95
2811.35,5216.85,1690.6
2766.5,5234.6,1682.9
2740.55,5351.3,1779.3
2754.65,5506.25,1760.1
2728.55,5578,1829.95
2742.05,5442.95,1773.4
2726.6,5489.65,1788.05
2750.55,5502.85,1781.9
2814.5,5495.3,1799.95
2916.35,5377.25,1801.35
2915.15,5395.9,1794.4
2950.7,5456.15,1858.95
2920.55,5623.8,1963.2
2965.45,5594.75,1891.2
2915.45,5733.3,1920.45
2929.6,5678.9,1894.4
2935.75,5723.35,1907.15
2934.95,5680.6,1909.9
2928.35,5674.55,1902.75
3025.6,5626.45,1911.65
3137.4,5651.25,1911.8
3115.45,5602.9,1904.9
3090.55,5486.3,1919.5
3078.85,5231.65,1863.15
3042.45,5110.6,1796
3044.1,5170.5,1840.1
3044.9,5071.35,1806.75
3031.25,5043.75,1842.85
3039.45,5154.45,1838.05
3109.4,5325.45,1867.8
3162.2,5274.5,1862.65
3173.5,5258.7,1866.2
3130.8,5297.95,1923.6
3141.55,5305.8,1941.3
3125.45,5333.65,1950.8
3134.7,5301.2,1923.55
3143.9,5392.15,1953.15
3155.9,5375.25,1953.05
3160.85,5354.3,1886.3
3224.8,5356.75,1867.1
3259.95,5315.05,1868.5
3226.8,5306.1,1845.9
3217.95,5287.3,1833.75
3217.65,5252.8,1826.05
3210.05,4997,1726.35
3232.25,4982,1746.75
3283.4,5033.95,1819
3300.15,4994.85,1804.3
3282.2,5010.35,1800.6
3257.1,5022.6,1806.75
3239.75,4982.15,1810.2
3241.1,5032.6,1836.95
3217.45,5009.6,1822
3209.85,4981,1802.55
3161.65,5022.7,1775.7
3189.05,5006.75,1753
3200,5027.45,1745
3253.35,4998.35,1728.75
3223,5014.4,1754.9
3266.55,4902.65,1713.8
3212.95,4984.75,1764.25
3208.85,5129.75,1787.35
3206.85,5173.55,1805.25
3242,5206.2,1809.75
3300.25,5176.35,1773.95
3313.2,5133.6,1763.65
3264.65,5160.6,1790
3288.3,5151.85,1773.25
3271.4,5240.2,1766.4
3289.15,5305.6,1756.3
3315.9,5214.1,1727.05
3305.5,5098.85,1711.6
3216.9,5056.8,1675.95
3198.7,5003.65,1707.4
3163.9,4964.65,1671.45
3109.55,5070.2,1676.3
3196.05,5125.1,1702.25
3212.65,5106.3,1707.8
3210.85,5109.7,1699.25
3165.7,5056.15,1671.8
3151.3,5116.25,1685.85
3162.8,5170.35,1729.6
3198.8,5210.6,1756.85
3226.75,5279.5,1757.75
3319.8,5312.7,1770.4
3301.2,5353.35,1748.05
3289.45,5428.15,1782.45
3328.95,5403.55,1789.5
3369,5326.3,1770.95
3339.05,5305.75,1755.15
3295.15,5230.4,1756.7
3333.6,5171.85,1725.65
3289.25,5101.1,1724.65
3294.75,5099.45,1715.3
3241.05,5062.55,1754
3264.45,5127.2,1814.5
3279.85,5221.25,1836.85
3275.75,5156.4,1819.5
3243.5,5199.55,1802.2
3207.4,5146.4,1780.35
3193.4,5057.3,1770.1
3175.35,5010.35,1738.15
3166,4956.8,1687.35
3160.05,4964.9,1701.2
3194.15,4922.6,1660.7
3201.2,4973.05,1701.9
3210.4,5051.45,1706.35
3274.5,5014.6,1708.7
3295.95,5014.45,1739.15
3341.55,4933.05,1710.3
3311.7,4912.4,1715.3
3363.9,4875.65,1678.4
3358.3,4812.35,1677.85
3337.15,5038.4,1729.45
3412.95,4935.75,1628.9
3241.3,4918,1604.95
3185.55,4904.6,1662.15
3135.1,5012.05,1641.65
3135.55,5057.25,1662.15
3157.95,5059.35,1639.4
3099.25,5235.45,1643.8
3154.1,5189,1669.95
3109.75,5130.35,1677.05
3143.5,5058.25,1675.25
3103.9,5000.75,1642.7
3030.6,5014.3,1638.75
3049.85,4973.45,1596.45
3012.6,4951.85,1600.35
2974.3,5019.65,1633.4
2986.4,5192.95,1674.95
3008.7,5121.35,1656.8
3034.7,5051.7,1640.25
3020.6,4999.4,1659.35
3020.9,5037.45,1636.95
2943.55,4980.65,1637.75
2899.2,4836.15,1618.35
2903.9,4864.6,1628.05
2923.9,4966.25,1654.2
2935.4,5040.05,1665.25
2957.75,5098.4,1680.7
2971.75,5111.6,1710.1
2950.55,5034.5,1726.25
2948.75,5011.35,1687.9
2910.45,4963.45,1631.85
2849.45,5080.85,1657.3
2873,5131.5,1704.55
2851.8,5119.85,1695.6
2834.95,5126.7,1685.3
2789.95,5151.05,1741.6
2848.65,5258.95,1772.45
2798.3,5171.55,1767.55
2744.7,5267.4,1818.6
2808.95,5381.6,1834.25
2792,5228.55,1850.2
2766,5443.85,1915.6
2808.15,5484.25,1937.6
2786.4,5561.3,1944.25
2772.45,5412.9,1926.05
2766.45,5420.2,1924.65
2755.55,5420.75,1929.35
2763.2,5316.8,1914.35
2786.2,5386.15,1943.3
2838.3,5426.1,1935.05
2864.2,5371.85,1926.85
2862.05,5385.2,1913.3
2857.95,5286.35,1880.4
2852.7,5294,1899.35
2852.15,5427.65,1917.8
2886.8,5434.3,1899.85
2900.35,5339.25,1892.1
2884.95,5435.25,1901.15
2947.15,5482.6,1907.7
2952.6,5436.9,1905.1
2965.95,5402.05,1874.3
2975.2,5348.05,1857.4
2888.65,5401.3,1895.45
2915.3,5340.7,1868.4
2892.25,5349.5,1849.1
2872,5237.95,1837.4
2827.5,5345.45,1861.5
2815.45,5386.45,1864.5
2831.95,5397.5,1901.95
2823.65,5319.2,1919.95
2811.9,5569.25,2066.5
2815.45,5729.8,2149.65
2787.5,5722.05,2105.45
2720.55,5971.8,2149.3
2808.5,5790.05,2078.4
2774.95,5826.4,2094.75
2732.8,6071.7,2116
2758.5,6009.35,2094.95
2790.15,5887.85,2077.1
2796.05,5958.85,2118.65
2762.9,6042.25,2109.9
2750.3,5882.2,2077.4
2896.55,5748.55,2062.85
2878.5,5770.95,2100.6
2847.55,5914.75,2160.65
2885.25,6014.25,2169.45
2888.6,6025.5,2186.85
2874.05,6068.95,2250.3
2881.1,6078.55,2261.25
2887.25,6074.8,2231.05
2907.95,6028,2243.25
2890.7,5979.1,2283.6
2877.15,5995.75,2243.15
2895.3,5913.2,2270.6
2849.8,5947.55,2267.8
2869.65,5991.55,2257.45
2830.1,6176.5,2336.05
2832.2,6165.65,2390.6
2801.3,6084.35,2367.35
2811.95,5975.1,2335.5
2765.45,5848,2274.7
2716,5821.1,2296.35
2810.3,5778.3,2299.55
2835.15,5885.2,2321.1
2862.4,6032.85,2331.4
2979.05,6069,2330.15
2966.95,6058.55,2345.7
3020.1,6124.7,2348.05
3018.15,6199.8,2366.35
3093.95,6114.25,2355.6
3161.6,6261.3,2415
3096.7,6324.45,2468.6
3138.65,6247.85,2472.3
3101.85,6346.05,2469.15
3094.2,6365.7,2488.75
3107.8,6296.9,2520.2
3115,6663.95,2721.35
2839.6,6923.1,2755.8
2684.15,6827.7,2713.35
2648.65,6949.5,2705.05
2638.6,7035.3,2681.65
2618.5,6927.2,2713.7
2686.75,6895.85,2678
2673.15,6977.3,2697.9
2700.05,6990.15,2722.8
2680.9,6903.35,2683.85
2678.6,6943.15,2681.3
2690.45,6919.05,2696.25
2687.9,6994.2,2747.35
2686.6,7051.6,2813.15
2660.6,7075.1,2830.15
2658.6,7083.85,2808.45
2629.7,6945.45,2760.4
2630.85,7112.7,2830.2
2646.4,7076,2856.6
2667.5,7097.35,2851.2
2661.35,7063.6,2839.75
2735.35,7116.6,2871.8
2728.5,7092.1,2893.85
2685.55,7050.65,2916.6
2682.25,7030.15,2950.75
2697.6,6971.45,2932.6
2684.4,6968.55,2985.5
2689.1,6929.9,2926.75
2701.65,6747.8,2856.6
2744.85,6652.9,2724.05
2771.9,6508.2,2746.3
2735.55,6503.05,2716.9
2772.3,6547.3,2684.1
2783.1,6600.1,2744.2
2923.55,6347.45,2615.65
2868.6,6362.15,2600.75
2833.7,6412.95,2594
2867.95,6709.65,2672.2
2877.5,6549.95,2604.6
2860.65,6527.6,2570.4
2773.8,6312.05,2499.55
2790.1,6259.7,2379.4
2799.2,6067.65,2260.8
2759.3,6185.65,2299.2
2788.7,6212.55,2315.55
2773.3,5979.8,2204.2
2783.55,6006.2,2168
2687.45,5881.85,2208.5
2730.1,5752.5,2232.2
2731.4,5632.1,2179.15
2657,5375.65,2023.3
2543.05,5395.55,1974.85
2584.1,5429.1,2060.85
2548.85,5961.5,2270.95
2581.8,5592,2162.1
2525.8,5813.55,2287.35
2623.05,5634.25,2306.2
2620.45,5657.1,2308.85
2610.5,5380.25,2150.5
2547.8,5419.2,2140.5
2510.25,5250.2,2115.35
2556.9,5167.75,2083.35
2586.5,5391.45,2311.8
2475.15,5367.65,2335
2477.55,5399.2,2338.9
2513.75,5409.85,2380.45
2549.1,5391.15,2356.35
2556.25,5404.65,2382.55
2593.7,5386.5,2418.1
2598.85,5525.3,2383.3
2657.75,5569.6,2359.4
2672.55,5591,2339.75
2674.6,5628.2,2348.4
2692.55,5701.4,2375.35
2693.05,5549.1,2277.6
2652.3,5571.7,2285
2665.5,5577.65,2293.95
2676.5,5597.1,2341.3
2668.85,5695.65,2402.1
2695.35,5725.95,2360.95
2679.65,5688.55,2380.1
2666.5,5851.95,2430.55
2604.65,5723.05,2381.5
2590.35,5737.9,2394.6
2649.5,5880.35,2435.45
2599.65,5818.45,2412.55
2603.9,6010.75,2506.5
2724,5994.35,2537.7
2745.7,5999.3,2508.65
2736,6070.2,2543.55
2763.85,5902.5,2494.1
2764.1,5667.5,2432.4
2718.1,5849.9,2486.35
2786.2,5693.95,2395.55
2725.1,5827.15,2426.75
2739.6,5989,2493.95
2848.4,6159.4,2489.1
2836.1,6177.65,2486.35
2823.15,6087.8,2474.4
2840.95,6152.65,2532.2
2840.9,6405.45,2596.9
2863,6404.95,2591.4
2887.2,6360.1,2591.25
2808.45,6274.45,2564.9
2724.65,6439.05,2567.4
2734.6,6405.05,2587.15
2737,6502.9,2634.8
2717.5,6476.95,2645.15
2720.15,6521.95,2656.85
2726.65,6384,2614.05
2692,6383.3,2586.2
2701.35,6410.45,2576.05
2734.2,6407.15,2553.6
2658.55,6443.05,2537.05
2694.85,6399.1,2524.35
2696.9,6371.95,2514.65
2725.3,6371.65,2514.2
2720.95,6368.8,2544.8
2699.15,6509.7,2604.2
2725.85,6464.85,2569.85
2717.45,6359,2535.9
2729.65,6249.9,2542.9
2720.75,6384.55,2594.2
2684.6,6435.55,2621.9
2688.35,6493.15,2634.35
2674.1,6407.3,2635.65
2651.65,6321.55,2599.55
2626.35,6050.9,2458.5
2565.55,6233.05,2515.55
2567.65,6247.2,2595.5
2499.7,6091.9,2574.85
2554.55,6096.95,2628.4
2602.75,6009.2,2594.45
2642.5,6017.1,2603.6
2710.65,6208.65,2711.25
2770.15,6253.1,2696.6
2853.6,6182.7,2707.15
2851.4,6096.25,2657.2
2853.6,6096.4,2621.8
2832.35,6127.65,2590.55
2823.95,6035.6,2609.2
2823.1,6025.45,2561.1
2825.95,5885.15,2549.45
2793.5,5969.75,2559.8
2787.85,5998.45,2606.15
2774.7,6169.1,2654.7
2813.95,6195.65,2640.4
2816.85,6333.55,2657.75
2847.55,6452.65,2657.75
2859.3,6419.85,2642
2914.7,6462.45,2649
2900.6,6440.6,2660.75
2863.5,6543.75,2695.15
2903.75,6609.15,2766.7
2927.6,6598.5,2734.8
2919.9,6616.95,2768.3
2955.7,6783.6,2791.05
3000.55,6860.9,2753.05
2996.1,6898.2,2828.15
3010,6932.1,2808.1
3016.85,6927.95,2860.75
3023.8,7006.8,2929.55
3005.15,6975.65,2920.9
2974.7,6953.5,2868.6
2949.65,6960.05,2836.65
2949.75,6917.25,2849.8
2957.95,6987.85,2934.35
2952.8,6980.35,2945.25
2980.1,6952.55,2995.85
2948.8,7037.05,3025
2911.1,7158.8,3001.45
2915.65,7279.6,3055.2
2853.1,7401.55,3046
2847.3,7318.55,3039.45
2859.1,7397.8,3114.2
2861.65,7347.25,3024.1
2853.35,7379.2,3008.7
2924.8,7423.3,2998.35
2942.9,7562.75,3047.85
2993.7,7536.85,3008.8
3008.15,7509.15,3022.25
3035.05,7578.95,3032.5
3068.45,7571.15,3014.45
3069.5,7472.75,2991.25
3051.2,7495.05,3035.05
3039.15,7637.95,3093.05
3075.8,7669.5,3081
3088.05,7721.25,3096.85
3044.65,7520.45,3095.95
2984.1,7578.85,3131.75
3030.55,7624.2,3111.85
3059.75,7667.95,3034.3
3026.2,7561.95,3017.05
3033.05,7345.75,2921.3
2957.75,7467.3,2971.35
2982.9,7383.7,2922.85
2966.2,7347.35,2931.85
2972.75,7365.7,2881.85
2937.2,7454.7,3002.75
2914.45,7617.45,3110.05
2942.65,7992.95,3301.1
3040.05,8235,3407.55
3006.3,8185.4,3433.3
2979.3,8221.55,3448.9
3047.2,8013.3,3377.75
3065,8151.7,3467.9
3077.9,8213.05,3449
3066.9,8128.55,3409.8
2988,8131.75,3409.25
2925.5,8226.9,3481.65
2945,8187.95,3467.1
2925.9,8348.1,3511.05
3034.6,8312.85,3531.15
2983.9,8125.2,3452.95
2991.65,8202.35,3509.45
2961.4,8304.45,3519.6
2989.8,8270.65,3551.85
2987.15,8245.6,3505.85
2944.5,8292.35,3544.5
2922.65,8235.15,3518.4
2872.55,8121.3,3466.5
2836.2,8246.25,3509.3
2855.6,8257,3525.5
2822.9,8417.85,3582.55
2897.3,8392.45,3565.85
2875.55,8354.65,3545.35
2816.9,8346.15,3579.85
2843.7,8410.5,3627.95
2868.7,8443.9,3642.2
2865.85,8524.65,3681.1
2827.05,8521.05,3699
2911.95,8474.85,3711.1
2883.55,8430.45,3715.4
2897.75,8537.55,3732.5
2894.8,8435.35,3719.15
2842.55,7593.05,3413.3
2777.8,7855.4,3603.1
2786.4,7658.2,3429.05
2740.4,7645.7,3451.05
2711.7,7725.7,3377.5
2722.55,7714.45,3412.1
2714,7881.7,3448.7
2732.45,7854.55,3463.3
2696.9,7847.65,3467.65
2630.8,7566.35,3323.1
2558.25,7162.45,3246.6
2562.9,7170.35,3276.9
2523.85,7065.3,3173.55
2522.6,6782.3,3046.5
2547,7233,3264.6
2618.65,7120.85,3252.65
2487.65,7078.05,3249.95
2463.85,7097.85,3252.05
2516.5,7082,3222.1
2537.65,7063.7,3237.9
2600.55,6986.95,3160.05
2619.75,7096.35,3272.25
2609.8,7152.45,3265.8
2605.1,7290.45,3334.7
2703.75,7504,3419.7
2707.6,7089.15,3221.85
2670.55,7415.2,3289.95
2713.9,7439.4,3337.2
2750.95,7376.65,3328.05
2725.5,7236.15,3294.1
2742.95,7145.85,3261.45
2764.8,6767.35,3114.1
2744.25,6884.6,3174.35
2749.15,7190.8,3324.25
2736.8,7126.5,3357.75
2766.5,7035.95,3326.35
2766.75,6979.85,3299.3
2757.8,7119.55,3332.5
2788.3,7026.3,3258.5
2764.2,7023.1,3250.25
2735.7,7001.05,3292.7
2759.2,7175.9,3373
2839.35,7323.95,3437.35
2817.8,7354.2,3416.4
2908.4,7291.95,3382.35
2852.2,7388.75,3427.35
2878.2,7280.25,3418.85
2874.45,7150.5,3368.4
2773.15,7255.05,3413.85
2777.05,7188.65,3362.05
2738.85,7693.65,3702.2
2929.25,8297.75,4023.75
2995.15,8240.7,3961.75
2958.15,8255.6,3930.9
2941,8464.6,4000.8
2970.3,8550.35,4057.4
2957.5,8513,4046.05
2941.8,8458.35,3992.4
2910,8446.45,3959.8
2897.9,8300.75,3903.95
2863.55,8220,3900.9
2892.3,8318.25,4023.9
2891.85,8201.85,3948.9
2886.25,8169.45,3973.2
2898.8,8082.25,3883.3
2958.05,8035.85,3879.45
3011.95,8134.3,4016.4
3023.7,8316.65,4106.8
3111.5,8265.95,4137.65
3087.05,8008.85,4034.15
3122.3,8070.95,4038.35
3162.65,8091,4026.15
3167.85,7972.15,3987.25
3129.65,8001.5,3978.9
3143.35,8150.9,4047.25
3180.75,8082.4,3992
3222.9,8134.35,4027.55
3247.35,8384.75,4069.85
3232.65,8706.6,4113
3212.05,8845.75,4227.8
3246.3,8772.85,4188.15
3248.3,8832.9,4225.85
3265.85,8818.85,4159.45
3245.55,8903.3,4169.05
3237.35,8978.35,4144.55
3206,9061.85,4210.55
3233.3,9057.85,4187.6
3215.35,9104.25,4154.9
3156.9,9152.8,4135.75
3161.05,9079.25,4138.55
3162.4,9055.1,4123.65
3188.35,9039.3,4078.3
3152.35,9175,4141.7
3195.65,9121.3,4098.35
3178.15,9228.45,4118.35
3212.05,9240.1,4102.05
3196.4,9110.25,4074.2
3176,8948.3,3950.45
3159.25,9089.75,3964.55
3259.75,9030.25,3990.85
3251.15,8965.5,3990.85
3243.1,8853.1,3951.65
3206.1,8929,3944.85
3225.55,8927.2,3986.85
3232.5,9079.1,4036.8
3268.65,9169.25,4057.15
3261.45,9210.3,4071.95
3232.9,9288.1,4039.45
3220.4,9361.75,4135.75
3199.1,9362.6,4119.35
3213.65,9270.75,4091.85
3218.4,9280.05,4135.6
3203.75,9304.05,4160
3219.5,9294.85,4139.5
3226.75,9350.1,4187.1
3230.05,9443.15,4252.65
3241.95,9439.2,4243.3
3251.95,9393.35,4234.75
3185,9378.45,4231.3
3150.1,9505.6,4246.05
3121,9345.85,4193.45
3072.05,9042.7,3996.7
3037.65,9095.65,4007.65
3037.95,9145.5,4049.95
3059.25,9395.25,4124.2
3085.7,9372.25,4144.85
3101.2,9455.25,4164.5
3094.05,9554.85,4193
3101.6,9589.15,4207.25
3123.55,9622.15,4220.25
3112.1,9715,4231.75
3118.1,9572.75,4152.6
3103.7,9534.3,4138.6
3097.05,9547.5,4142.2
3076.4,9534.2,4125.8
3065.2,9633.75,4194.5
3074.15,9557.6,4164.35
3082.6,9631.3,4213
3060.9,9894.25,4419
3091.85,9639.65,4364.3
3145.5,9441.4,4365.9
3180.05,8947.4,4276.05
3143.3,9086.15,4359.35
3284.5,9534.9,4519.25
3162.8,9591.4,4528.2
3161.5,9619.7,4666.35
3149.8,9623.3,4654.3
3134.85,9627,4721.75
3103.3,9731.6,4749.35
3145.45,9771.85,4768.7
3146.3,9717.2,4795.35
3136.4,9690.5,4781.75
3146.4,9528.85,4776.65
3075.6,9529.5,4758
3082.5,9758.65,4878.05
3090.9,9709.7,4880.45
3065.5,9466.9,4803.95
2980.5,9525,4825.95
2947.4,9387,4810
2946.6,9408,4759.8
2936.6,9050.75,4465.85
2890,8914.5,4360.75
2792.2,8963.65,4454.1
2692.25,8799.7,4286.4
2711.5,8879.9,4330.7
2703.65,8603.2,4225.85
2735.05,8207.1,4026.8
2573.35,8254,4030.65
2591.55,7438.05,3734.35
2338.9,7742,3952.55
2357.1,7495.6,3672.25
2339.55,7017.5,3444.85
2270.45,6310.2,3061.35
2169,5785.5,2746.1
2166.6,6233.05,2951.9
2242.3,4621.05,2266.15
1935.55,4497.75,2474.2
1937.15,4830.3,2585.6
1946.75,5147.25,2793.7
2106.85,4890.6,2542.3
2053.45,4661.15,2242.1
1986.7,4591.2,2215.8
2022.35,4501.9,2219.35
2051.1,4510.75,2207.5
2033.75,4724.9,2253.35
2280.05,4608.5,2332.9
2241.7,4820.25,2551.85
2435.95,4491.4,2287.3
2397.55,4599.1,2182.45
2335.15,4699.6,2220
2333.55,4999.7,2308.15
2379.15,4882.25,2308.25
2378.3,4595.05,2099.75
2323.25,4775.75,2148.25
2379.7,4729.6,2172.45
2430.65,4389.8,1976.25
2445.35,4617.5,2044.05
2505.75,4861.8,2228.1
2463.7,4998.65,2296.45
2499.15,5104.35,2318.1
2623.3,4762.35,2079.65
2442.15,4629.2,2002.35
2422.8,4692.9,2106.25
2471.85,4673.4,2060.55
2406.55,4601,2024.15
2419.05,4558,2015.05
2566.3,4668.2,2069.7
2628.85,4816.4,2161.05
2696,4790.25,2112
2702.65,4723.25,2086.45
2663.6,4465.45,1938.6
2477.45,4535.45,1964.95
2509.3,4702.05,2042.8
2557.75,4539.2,1990.2
2640.35,4315.55,1895.3
2553.75,4097.25,1829
2564.85,4258.05,1936.45
2580.55,4285.95,1947.7
2600,4404.9,1953.65
2710.5,4763.2,2160.85
2758.3,5184.7,2346.2
2796.1,5286.05,2411.9
2783.4,5136.8,2313.05
2817.25,5236.4,2390.35
2776.3,5440.95,2507.25
2801.05,5310.8,2443.6
2791.15,5223,2435.65
2717.2,5158,2338.9
2718.55,5285.95,2450.15
2782.15,5103.6,2351.4
2728.55,5128.3,2365
2718.45,5036.95,2396
2689.45,5427.55,2525.95
2678.35,5899.8,2698.6
2674.35,6183.55,2840.3
2855.75,6319.65,3025.5
2862.15,6046.05,2934.45
2817.25,6021.15,3005.35
2820.45,5946.3,2903.5
2867.6,5890.2,2857.95
2859.5,5845.15,2831
2826.05,6169.35,2953.9
2842.05,6188.8,2964.25
2879.35,6149.4,2931.5
2932.4,6285,3108.8
2897.1,6589.6,3351.95
2847.15,6405.4,3208.05
2852.45,6569.2,3330
2882,6483.8,3314.15
2894.7,6461.45,3234.6
2900,6243.45,3190.95
2899.5,6168.45,3149.25
2942.05,6264.9,3204.8
2942.3,6361.6,3301.3
2995,6620.15,3441.5
3002.55,6384.35,3292.45
3004.3,6347.4,3253
2985.4,6381.35,3297.8
3032.1,6270.3,3251.85
2985.5,6173.2,3171.15
3020.5,6342.8,3239.6
3119.35,6328.6,3284.25
3099.3,6177.6,3218.3
3048.95,6205.9,3251.3
3004.95,6103.15,3174.5
2917.45,6162,3235.6
2969.95,6242.05,3262.15
3009,6295.7,3345.2
2991.8,6467.15,3464.3
3001.7,6402.8,3442.95
2993.8,6440.35,3457.4
3007.45,6357.2,3418.25
3023,6350,3419.65
3017.95,6246.7,3331.1
2987.55,6269.1,3384.8
3115.6,6343.05,3419.9
3104.8,6299.05,3409.95
3059.8,6289.45,3393.8
3036.95,6282.4,3389.3
3053.15,6400.45,3492.05
3039.35,6502.6,3642.9
3009.4,6564.4,3645.55
3082.2,6530.75,3632.5
3043,6545.55,3670.8
