BAJAJ-AUTO,BAJAJ-FINSV,BAJAJ-FINANCE
1802.15,851.55,1284.75
1816.45,860.95,1291
1845.95,856.95,1288.65
1897.75,855.6,1261.65
1858.6,849.85,1300
1846.75,846.25,1322.8
1861.85,841.7,1303.4
1844.5,838.25,1309.85
1852.05,833.55,1371.15
1856.7,846.25,1378.15
1842,836.85,1369.9
1835.85,841.65,1358.85
1813.55,838.75,1346.6
1850.55,829,1345.25
1827.7,824.65,1336.9
1819.35,853.75,1327.25
1815.45,861.6,1364.9
1817.9,878.65,1362.75
1821.1,872.7,1368.2
1862.45,866.15,1361.95
1950.4,882.2,1377.15
1930.9,900.75,1369.8
1926.95,892.4,1364.75
1957.25,893.6,1363.85
1929.2,925.15,1346.55
1949.65,938.05,1333.8
1940,939.3,1315.85
1961.05,923.45,1310.95
2006.65,911.5,1303.45
2056.55,936.4,1290.45
2083.65,940.75,1291.6
2081.4,934.45,1292.95
2107.3,924.8,1286.75
2095.55,920.6,1300.15
2143.05,915.8,1299.75
2112.8,902.5,1273.3
2089.15,888.65,1313.5
2106.35,906.8,1350.6
2146,915.6,1337.45
2134.2,906.5,1352.75
2137.5,903.55,1352.25
2131.15,911.65,1365.15
2131.9,910.3,1350.15
2202.25,914.9,1386.5
2214.9,930.6,1387.15
2205.6,917.3,1385.1
2196.9,914.4,1383.85
2198.45,916.3,1371.25
2157.9,909.95,1405.45
2138.15,888.25,1385
2118.1,867,1393.85
2093.35,873.65,1406.05
2115.35,840.35,1385.8
2076.5,829,1382.35
2052.75,842.6,1371.45
2059.25,859.9,1391.35
2058.1,866.75,1389.55
2067.15,869.2,1320.1
2033.25,854.1,1302
2013.05,857,1307.65
2080,837.1,1300.5
2086.65,832.65,1295.25
2031.85,841.5,1305.1
2028.35,852,1291.75
2027.15,850.35,1296.15
2055.95,850.85,1292.5
2064.6,839.75,1280.3
2094.7,841.9,1279.85
2081.8,835.25,1261.6
2063.8,825.55,1250.95
2046.85,823.2,1244.85
2044.75,809.1,1241.95
2076.15,778.9,1259.4
2018.8,756.65,1291.95
2002.6,763.1,1289.3
1970.35,777.05,1278.1
1946.6,770.3,1271
1988.05,825,1285.1
1982.7,831.3,1264.8
1983.55,823.9,1239.05
1993.65,850.45,1286.6
2009.55,843.15,1279.35
1921.6,844.85,1311.1
1964.1,810.2,1281.35
1973,807.5,1282.3
2028.3,805.3,1257.2
1989.2,807.2,1271.6
1973.4,804.55,1248.3
1973.3,803.55,1258.3
1994.25,810.35,1284.75
2013.45,804.7,1278.85
1986.3,801.65,1262.35
1955.95,797.05,1252.6
1895.4,795.45,1266.45
1854.8,795.1,1299
1850.3,772.6,1283.45
1812.1,765.25,1253.5
1835.9,763.9,1249.1
1840,762.05,1236.05
1755.3,765.5,1209.7
1820.65,766.35,1174.3
1802.5,759.55,1136.5
1801.25,771.55,1148.1
1799.55,780.65,1173.1
1781.3,777.3,1182.55
1752.7,759.05,1206.9
1692.35,757.1,1195.15
1673.6,756.3,1172.8
1701.25,756.05,1172.6
1705.45,754.95,1136.95
1703.45,752.45,1123.75
1721.35,750.35,1110.7
1701.65,750.3,1119.5
1721,748.7,1113.65
1724.7,761.2,1124.25
1770.65,752.75,1145.65
1791.7,778.6,1171.45
1792.1,776.6,1222.05
1762.85,779.55,1239.15
1805,766.85,1290.5
1838,761.55,1261.1
1895.7,751.4,1215.7
1900,741.9,1226.25
1880.4,750.7,1268.1
1860.05,729.6,1242.3
1807.5,734.15,1260.05
1827.1,751.9,1281.35
1848.45,764.15,1362.1
1838.65,757,1390
1826.5,757,1399.45
1858.05,762.55,1410.95
1862,760.95,1378.75
1819.3,762.85,1380.35
1787.7,754.75,1401.15
1822.05,722.65,1473.6
1806.5,707.9,1509.25
1832.05,698.5,1581.15
1863.8,671.45,1492.4
1853.85,686.3,1444.3
1849.35,669.6,1425.2
1813.45,669.45,1441.85
1804.65,679.5,1455.6
1818.1,690.25,1474.85
1840.6,667.8,1482.05
1824.55,667.5,1470.75
1837.9,662.95,1472.35
1820.5,664.45,1477.9
1759.5,669.2,1457.75
1767.95,662.05,1467
1755.9,661.25,1454.35
1745.9,658,1503.35
1745,650.5,1493.65
1767,624.55,1494.9
1783.2,623.65,1456.4
1743.15,617.95,1437.6
1708.3,619.25,1439.65
1764.65,616.9,1438
1808.8,635.3,1439.35
1828.75,634.45,1429.65
1835.65,621.4,1422
1820.35,623.1,1397.55
1830.05,621.1,1341.5
1794.55,620.35,1376.5
1799.55,629.85,1374.15
1787.1,635.05,1348.5
1838.2,642.5,1384.75
1923.95,641.15,1439
1922.9,667.15,1418.85
1913.3,638.35,1417.75
1890.05,635.2,1408
1876.6,635.25,1413.4
1879.5,624.95,1387.15
1863.05,634.2,1392.1
1898.2,655.45,1394.9
1862.4,668.45,1449.35
1876.55,663.5,1441.15
1869.65,660.9,1481.15
1901.7,643.2,1420.05
1907.55,629.85,1410.6
1909.55,636.95,1374.55
1896.7,630.35,1325.35
1966,633.4,1340.95
1985.35,646.15,1356.35
1975.5,633.05,1313.15
2001.8,623.45,1302.6
2001.85,614.35,1253.7
2032.15,613.2,1210.5
1996.2,610.75,1179.9
1925.8,589.6,1143.95
1934.75,578.5,1129.85
1933.8,590.45,1102.55
1909.25,607.25,1069.9
1875.95,582.5,1019.95
1808.75,569,1016.1
1771.55,568.3,1052.8
1782.3,586.55,1132.35
1807.6,585.8,1244
1858.8,603.4,1222.5
1908.6,584.25,1150.2
1848.35,579.1,1117
1763.05,566.6,1155.4
1756.75,564.4,1100.05
1734.5,565.65,1095.75
1776.7,571.15,1137.7
1779.6,581.65,1121.05
1780.65,576.65,1042.65
1727.75,588.75,984.25
1727.75,595.9,1007.95
1740.45,590.1,1026.8
1837,590.25,1011.8
1856.1,581.8,1000.9
1837.85,583.9,985.8
1888.75,569,1066.5
1901,579.3,1095.5
1910.85,589.3,1147.25
1980.7,590.55,1165.3
1996.5,574.1,1125.9
1978.7,578.8,1145.55
2003.4,580.1,1141.1
2000.25,578.85,1179.6
2013.4,584.9,1221.85
2017.25,600.15,1245.6
2053.15,600.35,1292.85
1992.45,590,1250.45
1979.1,591.9,1181.35
2031.6,610.75,1190.95
2005.35,622.3,1170.9
1995.8,613.85,1177.5
1993.15,605.45,1165.5
1987.45,601.35,1155.5
2020,597.3,1204.8
2119.4,599,1248.05
2117.9,627.6,1261.05
2128.3,632.85,1291.1
2116.05,641,1281.8
2153.9,645.25,1263.7
2141.4,640.15,1260.9
2141.1,641.7,1295.5
2137.85,655.9,1276.95
2125.65,633.3,1277.55
2153.3,652.9,1278.45
2153.05,643.15,1289.4
2150.7,645.5,1296
2139.7,643.5,1285.3
2094.9,647.2,1274.9
2082.3,637.05,1285.8
2080.6,630.9,1274.4
2070.6,625.75,1289.5
2094.05,627.8,1316.25
2136.7,638.1,1353.05
2129.9,649,1367.35
2124.9,656.8,1368.45
2127.7,665.95,1341.1
2092,668.35,1373.2
2076.5,668.4,1409.25
2101.15,671.05,1395.2
2065.9,670.15,1411.65
2037.85,675.15,1411.25
2026.15,672.45,1401.05
2021.3,688.95,1424.95
2034.8,694.3,1426.35
2030.05,707.85,1437.8
2013.8,701.15,1427.85
1974.45,686.75,1394.9
1932.85,701,1378.4
1889.35,714.3,1398.7
1939.35,717.1,1375.85
1938.6,707.7,1389.5
1949.1,718.75,1389.55
1950.5,732.4,1410.55
1974.45,733.8,1406.2
1961.4,739.05,1469.9
1952.85,722.75,1460.35
1931.75,730.9,1452.25
1940.25,738.25,1488.8
1950,728.5,1496.85
1978.75,710.85,1500.6
1987.65,703,1492.75
1997.55,694.4,1496.5
1951.4,695.1,1481.55
1905.25,676,1483.3
1902.15,680.3,1479.85
1863.1,692.55,1495.35
1928.4,699.25,1481.9
1897,722.6,1494.75
1931.8,717,1555.25
1946.7,702.45,1531.8
1990.35,712.2,1518.55
1949.5,726.1,1524.9
1934.75,729.6,1555.95
1900.7,742.7,1581.25
1910.85,760.1,1570.3
1917.4,728.35,1569.2
1900.05,729.3,1555.5
1895.55,731.7,1551.45
1888.3,731.05,1554.05
1889.95,738.3,1555.45
1918.3,732.2,1550.35
1909.45,731.55,1560.55
1900.3,719.55,1565.9
1895.8,721.55,1553.05
1870.55,723.8,1554.9
1894,714,1584.05
1907.75,692,1573.75
1933.45,684.25,1569.5
1931.5,681.3,1596.85
1942.4,703.1,1573.5
1949.7,686.75,1574.35
1939.05,686.55,1550.55
1931.7,677.2,1491.75
1912.8,679,1535.75
1944.7,681.25,1512.2
1912.95,677.9,1498.4
1920.85,680.15,1531.15
1901.5,664.5,1492.4
1830.8,687.5,1481.3
1868.25,684.35,1484.3
1894.7,681.85,1483.15
1896.95,686.7,1493.9
1935.35,680.7,1485.75
1935.35,681.55,1465.6
1936.5,701.1,1481.9
1927.5,682.7,1482.2
1902.85,682.3,1475.4
1839.6,691.25,1503.85
1845.35,703.35,1557.45
1844.65,706.45,1540.2
1820.9,702.4,1512.3
1842.4,701.4,1529.65
1862.7,711.1,1526.3
1861.8,717.7,1553.35
1902.25,721.1,1547.9
1920.9,722.1,1571.5
1946.35,715.3,1588.95
1917.05,728.55,1585.1
1921.95,717.45,1557.6
1920.65,724.85,1616.4
1957.9,720.5,1636.7
1954.7,725.65,1672.1
2005,710.9,1694.7
1986.55,711.05,1690.75
1959,714,1647.05
1966.7,698.8,1655.8
1974.3,709.6,1670.2
1994.9,707.8,1669.2
2008.7,709.65,1651.95
1972.9,715.05,1673.3
1977.85,720.6,1684.5
1981.1,715.2,1656.95
2021.45,715.25,1660.4
2014.05,727.55,1659.95
2039.6,742.55,1697.9
2072.35,766.3,1797.7
2058,788.05,1791
2083.6,781.5,1777.45
2065.2,788.4,1751.5
2053.6,780.7,1745.75
2053.35,782.65,1758.4
2028.9,770.5,1767.9
2022.6,785.35,1756.25
2031.3,783.4,1786.1
2022.15,780,1762.4
2007.55,770.65,1757.75
2004.4,779.9,1772.7
2000.55,783.65,1767.2
2016.05,793.05,1768.95
2014.15,797.75,1765.15
2003.35,799.7,1826.75
2004.65,816.2,1813
1996.05,831.05,1856.8
1985,829.6,1872.55
1939.5,832.15,1869.9
1912.15,815.2,1877.8
1906.7,811.2,1878.15
1918.85,823.8,1879.1
1900.35,820.85,1883.85
1868.15,833,1889
1879.25,838.05,1901.7
1919.95,839.45,1900.1
1948.15,848.05,1879.85
1977.3,839.85,1805.9
2041.75,818.9,1735.65
1950.5,821.65,1771.35
1931.7,873.8,1799.9
1878.35,874.9,1780.25
1866.4,880.5,1840.95
1961.15,887.95,2043.55
1986.75,889.95,2027.85
1976.25,891.1,2005.85
1961.2,907.1,1978.3
1972,903.75,1945.75
1948.4,885.9,1989.45
1941.2,852,2020.85
1943.95,879,2083.75
1974.4,878.55,2113.75
1970.15,916.85,2113.55
2002.5,943.5,2183.55
2000.9,944.8,2146.75
2048.4,922,2149.1
2161.75,931.75,2112.05
2152.5,925.35,2040.95
2180.85,925.55,2060.5
2185.6,915.3,2025.3
2170.7,917.8,1993.95
2169.75,916.25,1967.65
2160.35,928.8,2114
2150.6,942.15,2099.15
2160.25,929.95,2072.6
2179.8,929.85,2060.25
2191.1,929.95,2032.9
2221.15,931.15,2011.95
2275.85,904.45,2005.1
2289,925.75,1999.3
2309.1,934.75,2006.55
2316.2,952.6,2009.65
2334.7,958.7,2099.9
2349.8,950.6,2175.6
2300.1,947.4,2271
2299.2,958,2221.85
2302.7,945.3,2143.75
2226.3,938.4,2180.15
2169.65,953.5,2198.1
2152.2,936.8,2126.75
2133.95,928,2142.15
2127.55,925.4,2196.55
2155.75,947.6,2189.05
2137.1,942.95,2199.5
2087.65,964.35,2183.8
2081.25,950.65,2175.25
2070.7,938.85,2231.25
2070.15,929.85,2242.05
2105.3,930.2,2285.8
2108.7,935.4,2293.05
2100.75,935,2226.3
2084.05,940.5,2213.55
2079.4,944.25,2192.4
2075.9,950.35,2198.3
2057.9,950.7,2194.2
2088.1,957.9,2206.7
2155.6,949.6,2187.05
2143.75,941.65,2190.45
2139.25,928.65,2203.95
2121.65,928.95,2249.35
2129.3,930.25,2276.8
2135.55,922.6,2253.6
2147.95,940.3,2259.7
2135,933,2276.3
2134.5,929.9,2272.6
2198.2,929.75,2284.95
2198.8,942.4,2332.3
2268.05,965.45,2374.6
2266.35,972.75,2398.3
2251.6,1018.7,2414.95
2260,1034.45,2475.55
2280.3,1053.3,2471.4
2258.7,1067.5,2437.15
2260.55,1101.95,2429.25
2258.6,1098.35,2486.05
2225.85,1098.7,2444.3
2301.9,1098.5,2437
2339.65,1102,2576
2359.3,1098.1,2612.55
2321.15,1075.85,2568.35
2354.7,1092.25,2599.1
2336.55,1079.55,2622.1
2348.45,1074.85,2575.65
2332.55,1028.2,2571.55
2302.65,1068.75,2480.6
2320.25,1068.95,2550.8
2393.45,1085.65,2687.6
2412.35,1059.2,2682.35
2412.55,1062.15,2645.35
2393.6,1043.75,2612.15
2364.95,1052.65,2525.4
2350.85,1058,2556.95
2340.8,1088.95,2653.65
2305.05,1129.65,2721.3
2351.6,1125.95,2770.05
2336.1,1114.95,2683.8
2336.35,1115.25,2701.4
2348.5,1112.6,2770.7
2376.1,1093.85,2731.7
2353.65,1110.45,2687.3
2348.8,1105.1,2727.7
2412,1020.6,2640.2
2363.55,1010.5,2565.7
2373.2,1015.6,2587.9
2412.6,1016.1,2643.75
2412.05,1011.25,2698.25
2494.9,1035.25,2726.35
2529.7,1067.6,2841.9
2517.45,1054.85,2816.65
2499.25,1069.45,2745.35
2551.25,1073.45,2795.05
2577.5,1068.35,2808.5
2611.05,1051.25,2789.7
2574.25,1041.65,2854.25
2570.7,1039.65,2883.15
2539.7,1040,2891.5
2543.4,1060.4,2897.25
2549.55,1053.15,2987.25
2599.55,1032.7,2985.65
2609.8,1033.55,2976.8
2652.85,1049.25,3278.05
2657.65,1042.05,3167.75
2643.95,1048.75,3024.9
2674.95,1041.5,3116.45
2655.3,1073.6,3095.6
2673.45,1065.15,3049.6
2675.1,1076.25,3005.6
2644,1117.15,3001.15
2614.45,1140.1,3045.5
2649.6,1150.6,3091.85
2640.8,1149.75,3087.15
2636.3,1150,3095.1
2602.35,1244.75,3105.45
2609.9,1261.05,3131
2625.1,1270.05,3199.8
2619.9,1359.5,3254.7
2614.65,1347.55,3251.45
2608.85,1318.5,3195.6
2569.5,1303.7,3302.5
2563.2,1290.1,3303.8
2521.35,1323.4,3343.35
2517.9,1316.5,3158.15
2494.75,1293.15,3200.75
2463.05,1269.6,3324.55
2503.15,1299,3326.7
2473.55,1309.65,3329.2
2477.3,1314.2,3483.6
2519.25,1309.05,3424.8
2477.7,1309.55,3459.4
2480.7,1325.65,3467.05
2484.8,1316.25,3459.15
2455.05,1307.65,3483.95
2432.45,1286.6,3499.7
2452.15,1275.65,3443.75
2451.75,1258.7,3434.75
2460.7,1229.6,3425.85
2441.5,1228.55,3495.6
2447.2,1289.8,3489.65
2450.4,1279.2,3450.05
2375.85,1267.7,3438.2
2334,1286.45,3483
2324.1,1254.2,3773.95
2363.45,1289.05,3860.2
2417.95,1267.65,3937.8
2420.15,1257.95,3901.75
2403.9,1321.95,3904.75
2404.25,1292.65,3817.4
2446.65,1298.2,3840.65
2444.3,1312.2,3870.15
2441.5,1375.4,4169.55
2419.85,1450.4,4322.6
2398.8,1460.25,4128.4
2404.7,1447.55,4050.55
2391.7,1509.3,4160.1
2349.3,1468.45,4172.3
2260.75,1471.35,4107.2
2245.3,1476.2,4130.5
2245.3,1469,4042.5
2223.3,1449.55,4007
2269.15,1436.5,4003.8
2267.95,1410.3,4112.35
2280.6,1499.05,4126.25
2262.45,1510.85,4184.4
2260.8,1483.5,4306.25
2261.85,1484.1,4319
2240.3,1467.25,4309.45
2212.55,1471.35,4191.2
2206.8,1435.65,4162.55
2181.15,1429.85,4120.35
2191.45,1431.25,4081.5
2179.95,1399.65,4096.85
2134.85,1422.15,4107.1
2150.5,1407.4,4384.95
2153.45,1451.4,4371.35
2074.25,1485.05,4329.9
2117.5,1470.2,4312.95
2122.1,1529.1,4341.85
2118.65,1470.7,4214.9
2109.85,1457.1,4182.5
2129.25,1458.35,4132.7
2098.3,1479.6,4139.5
2072.75,1500.95,4107.6
2023.1,1452.15,4005.1
2025.5,1469.7,4033.9
2047.2,1434.75,4048.05
2031.25,1409.75,4035.5
2025.35,1379.8,4020.5
2017.85,1335.3,3993
2031.75,1341.35,3968.05
2028,1374.85,3948.2
2016.85,1379.2,3956.55
2004.3,1356.35,3961.65
2016.9,1399.45,3999.65
2028,1414.55,4108.45
2016.6,1427.55,4140.05
2019.8,1426.6,4240.85
2036.4,1431.2,4341.2
2094.55,1455.6,4489.2
2099.5,1464.65,4504.65
2098.55,1454.85,4522.1
2098.75,1438.4,4453.75
2095.3,1421.7,4456
2075,1434.6,4584.95
2088.05,1422.15,4529.45
2065.3,1338.9,4558.25
2022.05,1345.55,4373.4
1988.45,1324.6,4279.9
1983.7,1361.6,4274.65
1991.05,1360.25,4139.9
1998.85,1326.05,3995.2
1984.45,1325.45,4007.8
1990.15,1389.2,3989.5
1978.65,1434.9,4044.3
1948.65,1451.1,4192.65
2087.9,1443.7,4290.15
2061.65,1438.85,4285.4
2020.3,1379.75,4180.55
2067.85,1425.05,4344.45
2123.05,1442.15,4347.1
2182.4,1427.05,4341.5
2128.9,1433.05,4327.1
2125.9,1442.15,4384.7
2165.85,1444.25,4483.9
2186.5,1459.55,4460.55
2220.7,1466.25,4481.55
2202.6,1450.35,4498.75
2151.35,1460.55,4577
2300.3,1471.25,4507
2307.45,1481.5,4503.35
2298.85,1482,4483.3
2321.3,1532.85,4411.6
2312.4,1529.85,4424.2
2302.95,1527.1,4216.55
2316.1,1504.8,4379.9
2337.75,1505.3,4284.7
2270.7,1516.6,4324.85
2240,1530.2,4352.25
2218,1515.15,4450.65
2198.5,1501.75,4472.7
2224.2,1563.1,4582.35
2190.7,1551.2,4553.2
2253.15,1539.85,4665.3
2213.55,1501.2,4676.45
2286.3,1499.25,4715.3
2332.35,1495,4700.15
2391.1,1500.3,4776.2
2372,1517.45,4902.9
2396,1517.65,5158.05
2407.75,1517,5386.3
2425.05,1525.6,5319.1
2414.3,1501.9,5253.7
2392.6,1511.2,5384.9
2504.3,1500.6,5435.75
2544.8,1514.55,5455.35
2558.85,1532.1,5443.4
2541.95,1557.6,5498.2
2526.25,1602.3,5450.6
2566.2,1682,5561.1
2588,1719.25,5564.25
2595.35,1766,5558
2603.7,1759.15,5225.9
2571.45,1708.75,5021.35
2511.25,1725.2,5024.7
2466.8,1728.65,5095.35
2496.85,1738.45,5082.25
2498.7,1767.9,5157.75
2532.25,1740.8,5248.9
2545.85,1719.85,5178.85
2529.45,1703.3,5171.5
2520.95,1686.2,5106.75
2542.95,1677,5131.3
2618.9,1729.6,5140.2
2489.05,1726.9,5170.1
2497.35,1716.55,5228.2
2509,1730.25,5339.35
2482,1813.65,5439.55
2497.85,1833.15,5440.6
2527.25,1845.7,5511.3
2525.3,1905.05,5682.35
2504.9,2026.65,5626.9
2511.9,1991.05,5562.05
2576.65,1925.9,5460.45
2578.35,2010.05,5482.65
2537.4,2003.35,5438.7
2554.6,2005.85,5452.3
2539.9,1986.85,5311.9
2462.2,1935.35,5356
2486.85,1972.35,5411.75
2558.6,1942.8,5399.95
2535.35,1920.6,5397.55
2526.8,1883.95,5391
2543.05,1879.35,5307.8
2491.8,1878,5344.35
2406.2,1714.7,4870.8
2191.55,1708.25,4915.55
2198.2,1714,4967.25
2244.65,1744.65,5099.95
2187.75,1815.05,5052.5
2279.55,1809.8,5021.2
2232.7,1772.6,4935.05
2249.9,1785.25,5021.95
2203.5,1850.2,5202.2
2248.4,1828.75,5075.6
2211,1750.5,5039.05
2192.1,1750,5011.6
2205.65,1811.15,5049.95
2270,1805.25,5054.7
2302.7,1790.25,5036.85
2325.8,1881.55,5148.85
2314.35,1874.35,5246.95
2296.4,1842.45,5200.1
2350.15,1834.5,4965.6
2297.5,1785.95,4935.9
2302.6,1784.75,4821.4
2259.15,1763.65,4844.9
2239.25,1744.9,4868.1
2282.95,1730.8,4822.75
2274.4,1723.95,5110.95
2250.65,1729.5,5131.25
2312.1,1762.6,5107.55
2315.1,1799.4,5207.55
2388.75,1781.95,5165.4
2376.75,1773.25,5120.1
2451.8,1770.6,5041.45
2430.9,1794.45,4996.35
2449.6,1791.45,4963.4
2422.25,1758.2,4976.65
2462.1,1756.05,4939.9
2438.95,1746.7,4984.35
2450.65,1770,4980.4
2461.5,1788.5,5015.45
2465.4,1824.15,5310.85
2439.05,1849.3,5358.05
2519.05,1829.35,5273.05
2515.65,1905.55,5307.9
2575.6,1984.85,5320.8
2582.15,1978.85,5208.25
2570.4,1964.1,5162.1
2577.3,1968,5222.35
2550.45,1975.4,5223.2
2432.65,1979.4,5253.4
2424.55,1954.25,5344.95
2449.05,1958.95,5325.65
2414.3,1978.05,5297.35
2429.45,1961.1,5346.15
2409.1,1911.45,5342.2
2457.45,1948.8,5385.35
2453.3,1927.35,5310.65
2380.45,1913.1,5272.1
2372.6,1922.7,5230.4
2365.3,1931.25,5275.8
2342.9,1932.4,5417
2428.25,1934.7,5448.25
2476.65,1959.8,5496.8
2522.75,1972.8,5544.8
2476.8,1975.2,5550.5
2448.15,1968.5,5579.35
2447.85,1928.7,5515.15
2479.25,1991.15,5603.8
2464.65,2039.85,5572.65
2500.6,2026.55,5546.15
2480.2,2009.65,5447.1
2472.55,1932.1,5476.7
2449.75,1910.2,5537.2
2462.65,1874.05,5504.45
2389.3,1922.7,5537.75
2443.25,1900.65,5524.6
2416.25,1905.5,5437.95
2409.2,1891.55,5605.9
2437.3,1926.55,5608.25
2452.7,1956.1,5736.8
2531.1,1921.05,5813.8
2469.55,1939.45,5869.8
2489.5,1931.05,5895.45
2476.25,1936,5911.5
2473.4,1926.8,5900.9
2482.9,1922,5906.35
2492.55,1925.05,5986.4
2530.45,1946.3,5974.2
2514.05,1987.9,6009.95
2532,1983.8,6095.85
2518,1959.5,6052.45
2483.35,1946,5997.85
2502.35,1938.55,6107.25
2485.5,1927.05,6106.3
2419.25,2000.4,6314.5
2375.85,1943.4,6306.2
2360.5,1957.5,6208.8
2344.35,1987.45,6077.85
2369.7,1948.9,6075.9
2362.45,1905.5,5975.3
2322.15,1831.9,5503.2
2249.9,1848.8,5644.9
2266.3,1852.25,5639.4
2278.35,1846.75,5742.05
2272.95,1891.8,5820.65
2318.85,1924.45,5856.3
2327.3,1892.55,5936.95
2302.85,1874.15,5776.05
2263.4,1861.65,5928.4
2341.95,1863.55,6003.15
2327.9,1818.1,5811.4
2364.1,1878.55,6379.75
2347.65,1880.8,6343.9
2310.65,1908.6,6698.35
2366.35,1835.6,6660.15
2355.05,1784.2,6584.05
2376.6,1789.6,6478.6
2368.15,1696.55,6179.2
2329.9,1701.05,5996.75
2304.4,1723.45,6209.95
2342.1,1703.8,6011.4
2329.85,1701.15,6110.95
2357.45,1720.95,6163.95
2406.4,1673.1,6048.1
2455.8,1630.3,6002.45
2476.75,1615.85,5894.85
2396.45,1615.95,5814.2
2337.4,1600.35,5752.9
2322,1601.65,5808.45
2238.1,1611.9,5932.05
2201.2,1690.3,6208.85
2258.2,1718,6370.9
2230.3,1675.2,6207.7
2280.1,1670.5,6334.55
2306.25,1669.75,6293.05
2326.25,1678.2,6423.8
2316.8,1687.85,6404.9
2324.6,1646,6400.4
2325.9,1644.95,6516.75
2316.6,1661.55,6474.15
2278.45,1644.95,6482.35
2250,1651.75,6581.55
2269.9,1649.4,6632.4
2303.35,1649.55,6654
2314.2,1664.55,6607.55
2310.8,1724.8,6874.2
2356.4,1684.85,6700.2
2357.35,1666.9,6656.75
2351.95,1696.55,6787.75
2422.45,1711.1,6924.15
2405.95,1746.75,6877.5
2419.85,1751.3,6869.7
2448.25,1748.8,6823.55
2394.85,1765.45,6947.55
2395.2,1763.85,6982.6
2378.45,1749.9,7133.5
2389.45,1778,7193.2
2433.85,1778.55,7335.5
2459.7,1821.2,7430.4
2582.5,1871.6,7313.9
2544.45,1881.75,7213.4
2532.8,1846.4,6986.5
2496.45,1847.5,6971.15
2522.15,1841.15,6853.85
2543.75,1869,7004.35
2548.1,1879.6,6945.65
2548.25,1842.4,6967.1
2487.5,1875.35,6829.1
2491.95,1940.9,7053.75
2477.95,1947.8,6985.5
2462.85,1893.45,6954.2
2460.3,1888.05,7155.5
2453.3,1873.15,7264.45
2435.2,1880.15,7378.65
2527.15,1858.8,7412.3
2530.05,1873.1,7482.85
2517.25,1893.05,7670.15
2549.05,1867.25,7626.15
2517.7,1857.9,7771.1
2512.1,1857.05,7758.4
2506.55,1859.05,7742.55
2461.7,1853.45,7738.2
2435.45,1804.8,7770.5
2453,1806.15,7653.7
2421.8,1762.25,7625.55
2379.4,1789.35,7337.25
2475.3,1792.15,7458.35
2505.15,1835.7,7667.9
2563.7,1839.15,7643.45
2607.15,1820.65,7588.8
2618.35,1798.55,7642.4
2603.8,1851.4,7964.55
2594.95,1855.8,7899.55
2639.2,1866,7774.1
2630,1876.75,7687.25
2640.75,1860.2,7747.95
2632.35,1840.35,7718.95
2592.35,1812.15,7595.65
2579.95,1771.85,7500.6
2583.75,1873.9,7491.9
2560.75,1946.9,7651.2
2603.55,2043.95,7596.25
2567.1,2056.15,7530.15
2581.4,2007.85,7539.85
2617.9,2013.05,7606.05
2636.25,2025.6,7599.05
2632.15,2002.9,7696.9
2652,2077.65,7588.1
2678.8,2181.9,7695.6
2648.45,2196.1,7696.65
2624.4,2298.1,7685.8
2645.85,2321.6,7996.7
2689.95,2354.8,8167.2
2671.25,2351.75,8204.35
2652.8,2314.65,8170
2612.15,2323.8,8095.65
2610.55,2306.05,8207.8
2604.6,2359.15,8567.5
2649.05,2429.1,8627.15
2651.8,2361.85,8575.3
2657.1,2397.3,8670.15
2665.1,2430.2,8700.05
2695.6,2460.55,8800.7
2755.35,2498.35,8643.05
2758.85,2554.2,8640.1
2779.35,2608.7,8707.85
2770.6,2599.85,8837.8
2720.6,2599.95,8983.65
2700.85,2715.05,9848.35
2673.95,2614.15,9793.45
2670.15,2665.05,10316.8
2660.5,2723.9,10372.65
2700.8,2828.75,11226.25
2736.15,2726.1,10944.1
2747.65,2645.5,10005.6
2714.85,2668.6,9969.7
2744,2669.7,10094.7
2862.1,2642.05,10034.35
2871.45,2604.75,10179.8
2866.8,2695.5,9998.3
2856,2760.55,10007.3
2846.35,2770.85,10154.4
2868.7,2750.2,10203.6
2883.05,2716.8,10208.8
2939.65,2711.7,10134.55
2946.1,2698.9,10183.1
2933.2,2718,10166.15
2924.9,2682.4,10040.65
2878.8,2711.4,10053.6
2869.7,2688.25,10289.65
2862.4,2808,10480.9
2858.25,2815.9,10743.6
2887.85,2844.5,10777.4
2978.9,2967.3,11011.1
2978.5,3030.55,11160.85
2999,3052.5,11139.8
2998.05,3073.5,11265.85
3004.8,3057.35,11393.3
2985.8,3129.4,1162.8
3088.7,3034.4,1153.55
3036.45,2942.9,1094.4
2954.9,2903.4,1101.05
2971.55,2966.15,1099
2931.75,2895.05,1087.85
2981.6,2964,1075.9
2945.85,3096.2,1075.05
2886.95,3174.95,1070.25
2902.65,3254.2,1127.95
2926.75,3294.65,1126.5
2929.65,3287,1122.8
2891.6,3272.65,1098.6
2875.8,3234.65,1106.1
2913.9,3105.7,1037.15
2846.4,3069.55,1055.9
2827.6,3194.65,1086.7
2880.9,3199.85,1083.75
2894.2,3154.65,1074.25
2857.95,3159.45,1077.25
2823.05,3149.85,1082.5
2883.5,3119.9,1073.95
2876.4,3117.6,1053.95
2825.25,3174.95,1061.3
2798.3,3197,1078.85
2753.85,3326,1117.35
2792.65,3361.2,1118.85
2787.95,3337.3,1121.4
2796.55,3275.4,1134.3
